portfolio_value
1025841.7220943423
1030067.3050684939
1029838.5004799135
1058216.4579663763
1050989.3274759417
1055345.634665234
1042455.7847559013
1046782.9407008223
1069785.193216518
1062542.818442901
1060731.0398798336
1061093.380708448
1064685.2511796956
1063468.7005592603
1060538.6908597967
1059909.1218550452
1071461.4310264753
1083045.408188893
1089203.7197154039
1084382.865692556
1085613.3397005936
1085382.9074945897
1090393.300697768
1090065.6209031462
1064519.3858223408
1053134.5788155177
1052645.1880310415
1042280.0880776905
1046156.099006975
1027146.6740913425
1020697.9199876871
1016059.0710325526
1004955.725295003
1018402.1031663014
999661.1635092841
1013359.0853682572
1011675.7143256745
1002509.1547560765
989614.6136152222
992774.5209595211
988803.0560877766
966127.3845618615
970021.1518108343
983300.5036395105
984317.0596552469
996232.6231255066
989591.8649257289
976114.0795671424
986480.4713233429
974768.255406224
969662.4526440292
951301.7133349826
964864.3707852474
993083.2662322668
974870.5584461812
982866.8528652926
988573.2740355411
993072.664591372
976843.2737293501
972252.5183540747
975535.899099072
987688.9461674934
983201.8525673292
984535.4073512241
1005023.6728540432
1017066.1241852749
1013604.6417717816
1012141.4129404326
997072.2684916487
992891.7255750248
1031053.8948179677
1032976.7633526452
1039854.7342816768
1059365.9091751976
1070411.6821300795
1068542.6655605156
1062031.8616322514
1060634.2215791694
1067191.576327536
1069999.0053598878
1075110.6441945303
1071316.833760771
1058819.6975949209
1057069.9492633322
1068840.2454177183
1060615.5287105443
1064387.0906789687
1060582.8922246303
1052785.4844349315
1074733.8771144138
1066165.4278432776
1074315.7181880816
1069043.8689158794
1067693.076185961
1086214.7104492774
1074393.2566504315
1079792.5997368468
1085611.2229193838
1085368.1408644514
1076595.7206610816
1058968.4412382357
1062783.9756017388
1066435.9034337946
1059823.5566190418
1049744.421986642
1050588.9606839288
1059035.4848234847
1054380.5558077074
1066029.1300759683
1081620.1397847908
1083940.6484890294
1084705.5342529975
1092150.2858469589
1081958.260607712
1079630.3728043844
1078194.7535446384
1071359.3893885948
1075838.0380649613
1068481.2479611652
1056712.3270356294
1058910.4840406175
1059046.0139233
1068124.257820321
1075184.0336974151
1076847.7970574314
1079899.3242253968
1078669.5530956879
1069129.5503084583
1061028.6528208794
1063945.7095422042
1059007.0233227278
1067502.4401493527
1059710.1013030095
1069343.23019332
1066496.8894528989
1071423.8442256206
1064892.134730809
1061120.2410327788
1066126.5129040089
1058900.8299463505
1061937.2369567999
1062236.4515347136
1055953.027694827
1060839.4721424058
1045967.517607097
1055327.5255428115
1062475.893373599
1074380.1433108193
1082723.6637319296
1080756.1233737199
1094703.9451308758
1103944.5912512173
1111044.5702876882
1113710.8803356988
1107262.749626056
1105087.7688068259
1105611.6290056668
1103516.9425391767
1108881.2534486896
1101244.4751707935
1091832.7879783707
1086177.4330958654
1086065.4218264143
1091781.212601106
1084548.6488821988
1084271.2736833235
1084883.7313100572
1097804.0879399006
1097366.986743639
1100969.276387701
1098466.5976822213
1088819.284225709
1095686.9759290114
1088250.5808637105
1072452.0797177628
1060878.162972317
1055377.0908276844
1075576.1038757465
1076266.6730816944
1065425.3186496485
1062688.6410457098
1075258.883462901
1080116.1917368402
1077476.6599967242
1085924.5142532845
1087096.2633308345
1085820.463932221
1081157.1494022578
1090807.7930627582
1098109.929865689
1093744.1189675257
1117121.736003806
1113623.7047855891
1120666.228907367
1120261.0171224547
1120690.3698403866
1146009.2613984232
1133934.3883866041
1138784.3486421655
1129650.049164812
1129201.3395491987
1122697.8669242042
1143351.128626233
1137991.3583030924
1140359.798478204
1152374.4413612233
1166415.524035422
1165784.0965960159
1146354.463720708
1144240.09723166
1151310.1095582177
1157996.7048424687
1162171.4818016752
1162379.0702664496
1164634.9348088168
1166851.8929838338
1182003.5368675953
1186817.3570802533
1196544.7166824206
1208721.4372230514
1215131.3251632089
1219510.9287284557
1229672.0058814525
1224563.0438586767
1224203.7847864523
1221160.2735962498
1231249.9728889351
1242600.382656538
1241683.1491422767
1240155.8604270788
1224902.008317734
1226444.4352531808
1244103.700440641
1245955.708510523
1261394.997619778
1263580.7360930082
1282359.4410630697
1285929.17860802
1288245.2960205888
1276431.033276405
1262616.7245284636
1250530.7914906635
1267675.4976703606
1269593.1993554735
1254634.8759217933
1260271.0319908625
1259272.5689291202
1268019.6880255952
1277090.750879138
1291040.7590068653
1287857.098800565
1270982.9829226397
1282331.0380008395
1257397.3636584836
1258300.2386571027
1259543.9312588912
1248112.0465280048
1266360.8640951114
1270082.5106767125
1266513.1334583089
1264519.6623711782
1269326.6501899508
1289335.359113677
1323450.185290494
1298322.5511519685
1294159.1912681614
1302164.4852116683
1298464.0889226706
1304776.0472983809
1321556.1071535593
1302147.9552585476
1321631.3071424852
1314506.4447784256
1327548.0361752491
1320742.748325488
1322367.9814368314
1337411.4686183485
1325580.8348296585
1329557.8087005226
1323589.4489244325
1332105.694534213
1338934.93353984
1330055.9777892095
1337839.6990048154
1345134.6714701934
1337725.2021954088
1353808.3032504427
1359428.419193678
1370248.2457457478
1361517.2456593204
1354963.57038736
1364405.8487724292
1368943.585305999
1369343.0717073665
1366782.371877195
1388234.2906801114
1389041.4241405674
1379721.0641188547
1368748.0571207625
1365302.9676192407
1350037.4578096997
1359640.2383908888
1362221.4211366964
1372373.9186687812
1371819.9891928604
1372664.7646167723
1370973.7288928048
1348345.8137688863
1351839.0955562717
1350548.4938038893
1334022.2941526768
1375667.1808661895
1392343.2006433764
1400577.4055434826
1399767.8334929468
1401682.7202368283
1413360.3914681543
1425977.7906443921
1418068.1456056985
1400146.4356776509
1396573.9429293051
1361851.5664760934
1333142.0124492098
1357269.0540723589
1333116.4191142025
1313596.137984019
1298613.7215068536
1293838.29317851
1296004.706039103
1281602.339344492
1298759.9228925065
1310277.9168552684
1310064.058231044
1292540.604580129
1293989.2297871003
1324822.3746696028
1311094.0128956588
1295475.234107921
1276424.524202642
1264245.0562310007
1273427.093681509
1267186.5499019094
1243597.0913813913
1237156.7812870496
1257689.0331596555
1278191.4035349744
1276002.7699787675
1258210.4775501676
1262366.6253786804
1281659.7187849793
1264000.5749543523
1259849.8498824104
1260997.9872153935
1252466.527215827
1264329.779447246
1309859.9498282827
1312728.1384978238
1324183.7386479615
1309492.7566459952
1309738.4386666764
1298102.080219038
1278873.8938871324
1295889.2452087235
1266804.7140785551
1248988.1233774873
1236663.323526931
1250212.1223273773
1269550.671524261
1311897.3408459157
1294985.4002262268
1281208.133895583
1326260.2842458843
1324574.1551068313
1335104.8320683355
1346893.2004161412
1372309.6906893724
1372399.766424034
1374074.6808108229
1381379.456244938
1415523.2160477592
1384834.7979599265
1388825.301960426
1391536.5795128932
1368667.6309207014
1348693.301563977
1364730.3437739874
1370674.7980846697
1413195.7271030576
1422322.1573135555
1424044.006240641
1419643.9241093367
1408147.0761295382
1414272.6656384848
1417597.7569886497
1416010.1629984397
1419277.225793785
1443094.0115716723
